iteration,loss,suboptimality,grad_norm,optimizer,problem
0,1.0,1.0,2.0,heavy_ball_lr0.001_m0.9,rosenbrock_dim2
1,0.9960040016,0.9960040016,1.9959969603208918,heavy_ball_lr0.001_m0.9,rosenbrock_dim2
2,0.9884417075207874,0.9884417075207874,1.9883427950756178,heavy_ball_lr0.001_m0.9,rosenbrock_dim2
3,0.9777253822138243,0.9777253822138243,1.9772120304113232,heavy_ball_lr0.001_m0.9,rosenbrock_dim2
4,0.9642496667317907,0.9642496667317907,1.9626836340103244,heavy_ball_lr0.001_m0.9,rosenbrock_dim2
5,0.9483937789366422,0.9483937789366422,1.9450469611525816,heavy_ball_lr0.001_m0.9,rosenbrock_dim2
6,0.9305227150416666,0.9305227150416666,1.925083259845251,heavy_ball_lr0.001_m0.9,rosenbrock_dim2
7,0.9109842825635512,0.9109842825635512,1.9040085317372455,heavy_ball_lr0.001_m0.9,rosenbrock_dim2
8,0.8901018139003409,0.8901018139003409,1.882990296203581,heavy_ball_lr0.001_m0.9,rosenbrock_dim2
9,0.8681659270106968,0.8681659270106968,1.862483469741269,heavy_ball_lr0.001_m0.9,rosenbrock_dim2
10,0.8454300351842158,0.8454300351842158,1.8418127050741018,heavy_ball_lr0.001_m0.9,rosenbrock_dim2
11,0.8221124901228223,0.8221124901228223,1.8193118616642021,heavy_ball_lr0.001_m0.9,rosenbrock_dim2
12,0.7984045414974528,0.7984045414974528,1.7929915646528243,heavy_ball_lr0.001_m0.9,rosenbrock_dim2
13,0.7744801497638627,0.7744801497638627,1.761391436536302,heavy_ball_lr0.001_m0.9,rosenbrock_dim2
14,0.7505030054272263,0.7505030054272263,1.7241914970198309,heavy_ball_lr0.001_m0.9,rosenbrock_dim2
15,0.7266281075576896,0.7266281075576896,1.6823193795414915,heavy_ball_lr0.001_m0.9,rosenbrock_dim2
16,0.7029984873964983,0.7029984873964983,1.637563459435682,heavy_ball_lr0.001_m0.9,rosenbrock_dim2
17,0.6797400639219066,0.6797400639219066,1.5919350290065342,heavy_ball_lr0.001_m0.9,rosenbrock_dim2
18,0.6569578684482618,0.6569578684482618,1.5471059786033319,heavy_ball_lr0.001_m0.9,rosenbrock_dim2
19,0.6347351953191797,0.6347351953191797,1.504141036292448,heavy_ball_lr0.001_m0.9,rosenbrock_dim2
20,0.6131351005758207,0.6131351005758207,1.4635153647535522,heavy_ball_lr0.001_m0.9,rosenbrock_dim2
21,0.5922026539931384,0.5922026539931384,1.42523218626769,heavy_ball_lr0.001_m0.9,rosenbrock_dim2
22,0.5719669405986934,0.5719669405986934,1.3888774761735432,heavy_ball_lr0.001_m0.9,rosenbrock_dim2
23,0.5524431103310651,0.5524431103310651,1.3536363607785427,heavy_ball_lr0.001_m0.9,rosenbrock_dim2
24,0.5336353628219968,0.5336353628219968,1.3184434822808269,heavy_ball_lr0.001_m0.9,rosenbrock_dim2
25,0.5155409894293458,0.5155409894293458,1.282367963655123,heavy_ball_lr0.001_m0.9,rosenbrock_dim2
26,0.4981542430665608,0.4981542430665608,1.2450877751928489,heavy_ball_lr0.001_m0.9,rosenbrock_dim2
27,0.48146832540477136,0.48146832540477136,1.2071326202642787,heavy_ball_lr0.001_m0.9,rosenbrock_dim2
28,0.4654748613354997,0.4654748613354997,1.1696725543972273,heavy_ball_lr0.001_m0.9,rosenbrock_dim2
29,0.45016200802234996,0.45016200802234996,1.133957723096543,heavy_ball_lr0.001_m0.9,rosenbrock_dim2
30,0.4355131727941004,0.4355131727941004,1.1007948271036532,heavy_ball_lr0.001_m0.9,rosenbrock_dim2
31,0.4215074205342723,0.4215074205342723,1.0703953691716055,heavy_ball_lr0.001_m0.9,rosenbrock_dim2
32,0.4081209800874839,0.4081209800874839,1.0425690943229258,heavy_ball_lr0.001_m0.9,rosenbrock_dim2
33,0.3953285009559284,0.3953285009559284,1.016940721692114,heavy_ball_lr0.001_m0.9,rosenbrock_dim2
34,0.383103496620171,0.383103496620171,0.9929701342123746,heavy_ball_lr0.001_m0.9,rosenbrock_dim2
35,0.37141864928913154,0.37141864928913154,0.9699121069931768,heavy_ball_lr0.001_m0.9,rosenbrock_dim2
36,0.3602468180337258,0.3602468180337258,0.9469932349711295,heavy_ball_lr0.001_m0.9,rosenbrock_dim2
37,0.3495625248750683,0.3495625248750683,0.9238075658741048,heavy_ball_lr0.001_m0.9,rosenbrock_dim2
38,0.339342771800583,0.339342771800583,0.9005814137153262,heavy_ball_lr0.001_m0.9,rosenbrock_dim2
39,0.32956648562362423,0.32956648562362423,0.8779995008976202,heavy_ball_lr0.001_m0.9,rosenbrock_dim2
40,0.32021322261655905,0.32021322261655905,0.8567156442179112,heavy_ball_lr0.001_m0.9,rosenbrock_dim2
41,0.31126239723723703,0.31126239723723703,0.8369966042213671,heavy_ball_lr0.001_m0.9,rosenbrock_dim2
42,0.30269351644603903,0.30269351644603903,0.8187638840532275,heavy_ball_lr0.001_m0.9,rosenbrock_dim2
43,0.2944867466673911,0.2944867466673911,0.8018285231523036,heavy_ball_lr0.001_m0.9,rosenbrock_dim2
44,0.286623028178342,0.286623028178342,0.7859656863539037,heavy_ball_lr0.001_m0.9,rosenbrock_dim2
45,0.2790838462697024,0.2790838462697024,0.7708155548924416,heavy_ball_lr0.001_m0.9,rosenbrock_dim2
46,0.27185133628387415,0.27185133628387415,0.7559088148379334,heavy_ball_lr0.001_m0.9,rosenbrock_dim2
47,0.264908876134911,0.264908876134911,0.7409391096199863,heavy_ball_lr0.001_m0.9,rosenbrock_dim2
48,0.25824151661674544,0.25824151661674544,0.7260018195032625,heavy_ball_lr0.001_m0.9,rosenbrock_dim2
49,0.2518356942688388,0.2518356942688388,0.7114889628032994,heavy_ball_lr0.001_m0.9,rosenbrock_dim2
50,0.24567853387916086,0.24567853387916086,0.6977403262226415,heavy_ball_lr0.001_m0.9,rosenbrock_dim2
