iteration,loss,suboptimality,grad_norm,optimizer,problem
41,-0.48341128521177196,0.016588714788228043,0.2575943694122838,heavy_ball_lr0.01_m0.5,quadratic_dim2_A2.0_b1.0
42,-0.48476993614432995,0.01523006385567005,0.2468202897305655,heavy_ball_lr0.01_m0.5,quadratic_dim2_A2.0_b1.0
43,-0.4860173106832651,0.013982689316734909,0.23649684409509505,heavy_ball_lr0.01_m0.5,quadratic_dim2_A2.0_b1.0
44,-0.4871625226012751,0.012837477398724872,0.22660518439545788,heavy_ball_lr0.01_m0.5,quadratic_dim2_A2.0_b1.0
45,-0.48821393923374107,0.011786060766258932,0.21712725085773013,heavy_ball_lr0.01_m0.5,quadratic_dim2_A2.0_b1.0
46,-0.4891792426135263,0.0108207573864737,0.2080457390717117,heavy_ball_lr0.01_m0.5,quadratic_dim2_A2.0_b1.0
47,-0.49006548559870633,0.00993451440129367,0.19934406839726818,heavy_ball_lr0.01_m0.5,quadratic_dim2_A2.0_b1.0
48,-0.49087914340331834,0.009120856596681659,0.19100635169210103,heavy_ball_lr0.01_m0.5,quadratic_dim2_A2.0_b1.0
49,-0.49162616090763356,0.008373839092366442,0.18301736630567542,heavy_ball_lr0.01_m0.5,quadratic_dim2_A2.0_b1.0
50,-0.49231199609361737,0.007688003906382634,0.17536252628634919,heavy_ball_lr0.01_m0.5,quadratic_dim2_A2.0_b1.0
51,-0.4929416599229337,0.007058340077066294,0.16802785575095905,heavy_ball_lr0.01_m0.5,quadratic_dim2_A2.0_b1.0
52,-0.49351975294885597,0.006480247051144028,0.16099996336824485,heavy_ball_lr0.01_m0.5,quadratic_dim2_A2.0_b1.0
53,-0.4940504989295847,0.005949501070415308,0.1542660179095228,heavy_ball_lr0.01_m0.5,quadratic_dim2_A2.0_b1.0
54,-0.4945377756885636,0.005462224311436392,0.14781372482197136,heavy_ball_lr0.01_m0.5,quadratic_dim2_A2.0_b1.0
55,-0.49498514344726996,0.00501485655273004,0.14163130378175617,heavy_ball_lr0.01_m0.5,quadratic_dim2_A2.0_b1.0
56,-0.49539587083748926,0.0046041291625107394,0.13570746718601354,heavy_ball_lr0.01_m0.5,quadratic_dim2_A2.0_b1.0
57,-0.4957729587831297,0.0042270412168702864,0.13003139954442186,heavy_ball_lr0.01_m0.5,quadratic_dim2_A2.0_b1.0
58,-0.4961191624260653,0.0038808375739347034,0.12459273773273755,heavy_ball_lr0.01_m0.5,quadratic_dim2_A2.0_b1.0
59,-0.4964370112562057,0.003562988743794293,0.11938155207224066,heavy_ball_lr0.01_m0.5,quadratic_dim2_A2.0_b1.0
60,-0.49672882759287096,0.0032711724071290416,0.11438832820054734,heavy_ball_lr0.01_m0.5,quadratic_dim2_A2.0_b1.0
61,-0.4969967435525022,0.0030032564474978263,0.1096039497006898,heavy_ball_lr0.01_m0.5,quadratic_dim2_A2.0_b1.0
62,-0.49724271662668085,0.0027572833733191526,0.10501968145674725,heavy_ball_lr0.01_m0.5,quadratic_dim2_A2.0_b1.0
63,-0.4974685439842753,0.002531456015724687,0.10062715370564103,heavy_ball_lr0.01_m0.5,quadratic_dim2_A2.0_b1.0
64,-0.49767587560221116,0.0023241243977888404,0.09641834675597508,heavy_ball_lr0.01_m0.5,quadratic_dim2_A2.0_b1.0
65,-0.4978662263208033,0.0021337736791967044,0.09238557634602265,heavy_ball_lr0.01_m0.5,quadratic_dim2_A2.0_b1.0
