iteration,loss,suboptimality,grad_norm,optimizer,problem
0,1.0,1.0,2.0,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
1,0.9960040016,0.9960040016,1.9959969603208918,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
2,0.9900330247545085,0.9900330247545085,1.9899655916091128,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
3,0.9831045025217564,0.9831045025217564,1.9828521633643452,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
4,0.9757292372958204,0.9757292372958204,1.9751209258182372,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
5,0.9681634834141224,0.9681634834141224,1.9670190945140071,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
6,0.9605357829985475,0.9605357829985475,1.9586871280569331,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
7,0.9529106076360706,0.9529106076360706,1.9502051627117183,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
8,0.945320292498679,0.945320292498679,1.9416173059565056,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
9,0.9377810692825542,0.9377810692825542,1.9329470362498937,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
10,0.9303011118379192,0.9303011118379192,1.9242070142282288,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
11,0.9228845651254695,0.9228845651254695,1.9154047414529949,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
12,0.9155335560278215,0.9155335560278215,1.9065454592357025,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
13,0.9082491931982591,0.9082491931982591,1.8976334958986143,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
14,0.9010320626052926,0.9010320626052926,1.888672858684707,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
15,0.8938824725980005,0.8938824725980005,1.8796674856477005,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
16,0.8868005750624703,0.8868005750624703,1.8706213405814136,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
17,0.8797864255386256,0.8797864255386256,1.8615384290835326,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
18,0.8728400134202471,0.8728400134202471,1.8524227757711869,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
19,0.8659612775732655,0.8659612775732655,1.8432783879118326,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
20,0.8591501148673512,0.8591501148673512,1.834109220984735,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
21,0.8524063852408207,0.8524063852408207,1.8249191533513307,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
22,0.8457299150265984,0.8457299150265984,1.8157119711469827,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
23,0.8391204993619074,0.8391204993619074,1.80649136127289,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
24,0.8325779040824527,0.8325779040824527,1.7972609094412175,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
25,0.8261018673087908,0.8261018673087908,1.788024100623696,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
26,0.8196921008430965,0.8196921008430965,1.7787843201245905,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
27,0.8133482914497796,0.8133482914497796,1.7695448543419758,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
28,0.8070701020675333,0.8070701020675333,1.7603088908970266,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
29,0.8008571729831043,0.8008571729831043,1.7510795181765493,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
30,0.7947091229846097,0.7947091229846097,1.7418597245008436,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
31,0.7886255505032693,0.7886255505032693,1.7326523971649088,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
32,0.7826060347463512,0.7826060347463512,1.7234603215651996,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
33,0.7766501368204126,0.7766501368204126,1.7142861805596528,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
34,0.7707574008419781,0.7707574008419781,1.7051325541426716,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
35,0.7649273550321118,0.7649273550321118,1.6960019194632372,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
36,0.7591595127913994,0.7591595127913994,1.6868966511779557,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
37,0.7534533737523076,0.7534533737523076,1.6778190221106193,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
38,0.7478084248064659,0.7478084248064659,1.6687712041818779,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
39,0.7422241411049774,0.7422241411049774,1.6597552695725422,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
40,0.7366999870303376,0.7366999870303376,1.650773192087946,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
41,0.7312354171389067,0.7312354171389067,1.641826848696015,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
42,0.7258298770731558,0.7258298770731558,1.6329180212165584,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
43,0.7204828044431092,0.7204828044431092,1.6240483981431195,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
44,0.7151936296765703,0.7151936296765703,1.6152195765813766,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
45,0.7099617768378435,0.7099617768378435,1.6064330642897118,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
46,0.7047866644147939,0.7047866644147939,1.5976902818085603,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
47,0.6996677060741914,0.6996677060741914,1.5889925646657372,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
48,0.6946043113854035,0.6946043113854035,1.5803411656453943,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
49,0.6895958865126013,0.6895958865126013,1.5717372571087127,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
50,0.6846418348757469,0.6846418348757469,1.5631819333549566,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
51,0.6797415577807189,0.6797415577807189,1.5546762130121323,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
52,0.6748944550190248,0.6748944550190248,1.5462210414471815,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
53,0.6700999254376173,0.6700999254376173,1.5378172931863776,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
54,0.6653573674794007,0.6653573674794007,1.5294657743373399,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
55,0.6606661796950738,0.6606661796950738,1.521167225004841,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
56,0.6560257612269995,0.6560257612269995,1.512922321693295,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
57,0.651435512265834,0.651435512265834,1.5047316796895156,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
58,0.6468948344806846,0.6468948344806846,1.496595855419985,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
59,0.6424031314235886,0.6424031314235886,1.4885153487774874,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
60,0.6379598089091261,0.6379598089091261,1.480490605412549,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
61,0.6335642753699988,0.6335642753699988,1.4725220189856607,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
62,0.6292159421894156,0.6292159421894156,1.464609933376769,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
63,0.6249142240111291,0.6249142240111291,1.4567546448490087,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
64,0.6206585390279722,0.6206585390279722,1.4489564041640766,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
65,0.6164483092497414,0.6164483092497414,1.4412154186470734,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
66,0.6122829607512682,0.6122829607512682,1.4335318541990254,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
67,0.6081619239015092,0.6081619239015092,1.425905837255633,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
68,0.6040846335744822,0.6040846335744822,1.4183374566911529,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
69,0.6000505293428509,0.6000505293428509,1.4108267656665823,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
70,0.5960590556549583,0.5960590556549583,1.4033737834216193,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
71,0.5921096619960837,0.5921096619960837,1.3959784970100988,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
72,0.5882018030346838,0.5882018030346838,1.3886408629788416,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
73,0.5843349387543572,0.5843349387543572,1.3813608089900522,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
74,0.5805085345722512,0.5805085345722512,1.3741382353875755,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
75,0.5767220614446159,0.5767220614446159,1.3669730167075036,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
76,0.5729749959601728,0.5729749959601728,1.3598650031337387,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
77,0.5692668204219611,0.5692668204219611,1.352814021899276,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
78,0.565597022918291,0.565597022918291,1.3458198786340514,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
79,0.5619650973834144,0.5619650973834144,1.3388823586603216,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
80,0.5583705436485008,0.5583705436485008,1.3320012282366005,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
81,0.5548128674834817,0.5548128674834817,1.325176235751268,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
82,0.5512915806303095,0.5512915806303095,1.318407112867012,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
83,0.5478062008281472,0.5478062008281472,1.3116935756173138,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
84,0.5443562518309901,0.5443562518309901,1.305035325456231,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
85,0.5409412634181956,0.5409412634181956,1.2984320502627555,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
86,0.5375607713983775,0.5375607713983775,1.2918834253010472,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
87,0.5342143176070998,0.5342143176070998,1.285389114137862,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
88,0.5309014498987853,0.5309014498987853,1.2789487695184936,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
89,0.5276217221332349,0.5276217221332349,1.2725620342025596,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
90,0.5243746941571367,0.5243746941571367,1.2662285417609502,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
91,0.5211599317809175,0.5211599317809175,1.2599479173352583,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
92,0.5179770067512843,0.5179770067512843,1.2537197783609944,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
93,0.514825496719775,0.514825496719775,1.2475437352558756,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
94,0.5117049852076244,0.5117049852076244,1.2414193920744576,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
95,0.5086150615672399,0.5086150615672399,1.2353463471303638,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
96,0.5055553209405592,0.5055553209405592,1.2293241935873367,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
97,0.5025253642145513,0.5025253642145513,1.2233525200203146,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
98,0.4995247979741074,0.4995247979741074,1.2174309109477095,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
99,0.49655323445255345,0.49655323445255345,1.2115589473360346,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
100,0.49361029148000557,0.49361029148000557,1.2057362070780013,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
101,0.49069559242977434,0.49069559242977434,1.1999622654451736,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
102,0.48780876616301067,0.48780876616301067,1.1942366955162393,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
103,0.48494944697178327,0.48494944697178327,1.1885590685819287,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
104,0.4821172745207532,0.4821172745207532,1.1829289545275765,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
105,0.47931189378761263,0.47931189378761263,1.1773459221942875,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
106,0.4765329550024389,0.4765329550024389,1.171809539719653,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
107,0.47378011358610644,0.47378011358610644,1.1663193748589087,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
108,0.4710530300878908,0.4710530300878908,1.1608749952874142,heavy_ball_lr0.001_m0.5,rosenbrock_dim2
